Lot_number1	Lot_number2	Estimate_from1	Estimate_from2	Estimate_to1	Estimate_to2	Currency1	Currency2	Price1	Price2	Auction_date1	Auction_date2	Auction_time1	Auction_time2	Auction_location1	Auction_location2	Description1	Description2	link1	link2	Provenance1	Provenance2	Norm_price1	Norm_price2	Norm_estimate_from1	Norm_estimate_from2	Norm_estimate_to1	Norm_estimate_to2	Author	Art	Image	Days_distance	Resale_income	Estimate_from_income	Estimate_to_income
117	139	150000	200000	200000	300000	GBP	GBP	457250	365000	06.02.2013	22.06.2016	1900-01-02 10:30:00	1900-01-02 09:00:00	London	London	 albert gleizes 1881 - 1953 vaudeville   signed alb gleizes, dated 1917 and inscribed n.y. (lower right)oil on board120.6 by 97.7cm., 47 1/2 by 38 1/2 in.painted in new york in 1917.  	 albert gleizes 1881 - 1953 vaudeville   signed alb gleizes, dated n.y. 1917 (lower right)oil on board120.8 by 99.8cm., 47 1/2 by 39 1/4 in.painted in new york in 1917.  	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-l13004/lot.117.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-day-sale-l16007/lot.139.html	"
 solomon r. guggenheim (acquired in 1936)the solomon r. guggenheim museum, new york (bequeathed by the above in 1937; sale: sotheby's, london, 2nd july 1974, lot 80)purchased at the above sale by the present owner
 "	"
 solomon r. guggenheim, new york (acquired in 1936)the solomon r. guggenheim museum, new york (bequeathed from the above in 1937; sale: sotheby's, london, 2nd july 1974, lot 80)private collection, sweden (purchased at the above sale; sale: sotheby's, london, 6th february 2013, lot 117)purchased at the above sale by the late owner
 "	796757	670729	261374	367522	348499	551284	albert gleizes	VAUDEVILLE	https://www.sothebys.com/content/dam/stb/lots/L16/L16007/436L16007_8ZP2V.jpg	1232	-126028	106148	202785
305	324	15000	20000	20000	30000	GBP	USD	16200	34375	09.02.2005	06.05.2010	1900-01-02 11:00:00	1899-12-28 14:00:00	London	New York	 albert gleizes 1881 - 1953 composition cubiste   signed agleizes and dated 1923 (lower right)gouache on paper38 by 38cm., 15 by 15in.executed in 1923.  	 albert gleizes 1881 - 1953 composition cubiste   signed agleizes and dated 1923 (lower right)gouache on paper laid down on card15 by 15 in.38.1 by 38.1 cmexecuted in 1923.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/impressionist-modern-works-on-paperbrincluding-pablo-picasso-26-drawings-from-the-berggruen-sketchbook-l05006/lot.305.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-day-sale-n08634/lot.324.html	"
 galerie zlotowski, paris
 "	"
 galerie zlotowski, parissale: sotheby's, london, february 9, 2005, lot 305acquired at the above sale by the present owner
 "	24968	40517	23118	23574	30824	35361	albert gleizes	COMPOSITION CUBISTE	https://www.sothebys.com/content/dam/stb/lots/N08/N08634/N08634-324-lr-1.jpg	1912	15549	456	4537
182	89	8000	8000	12000	12000	USD	USD	27000	10625	11.10.2005	03.10.2013	1899-12-28 14:15:00	1899-12-28 14:00:00	New York	New York	 albert herter 1871 - 1950 sun pattern   signed albert herter and with the artist's device upper leftoil on canvas20 1/4 by 16 in.51.4 by 40.6 cm  	 albert herter 1871 - 1950 sun pattern   signed albert herter and with the artist's device (upper left); titled sun pattern (on the reverse)oil on canvas20 1/4 by 16 in.51.5 by 40.7 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/property-from-the-estate-of-laurance-s-rockefeller-n08152/lot.182.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/american-paintings-drawings-sculpture-n09018/lot.89.html		"
 estate of laurance s. rockefeller (sold:  sotheby's new york, october 11, 2005, lot 182)purchased at the above sale by the present owner
 "	29451	13004	8726	9791	13089	14687	albert herter	SUN PATTERN	https://www.sothebys.com/content/dam/stb/lots/N09/N09018/095N09018_5BN3X.jpg	2914	-16447	1065	1598
326	257	8000	7000	12000	10000	GBP	GBP	7200	8750	20.06.2006	23.06.2010	1900-01-02 13:30:00	1900-01-02 09:30:00	London	London	 albert lebourg 1849-1926 la seine à canteleu en été   signed a. lebourg and dated rouen 1882 (lower right)oil on canvas38 by 71cm., 15 by 28in.painted in 1882.  	 albert lebourg 1849 - 1928 la seine à canteleau en été   signed a. lebourg, dated 1882 and inscribed rouen (lower right)oil on canvas38 by 71cm., 15 by 28in.painted in rouen in 1882.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/impressionist-modern-art-day-l06008/lot.326.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-day-sale-l10007/lot.257.html		"
 private collection, london (sale: sotheby's, london, 3rd december 1986, lot 202)charles & mary dugan-chapman collection, london (purchased at the above sale)dugan-chapman estate, london (by descent from the above; sale: sotheby's, london, 20th june 2006, lot 326)purchased at the above sale by the present owner
 "	10919	14326	12132	11461	18199	16373	albert lebourg	LA SEINE À CANTELEU EN ÉTÉ	https://www.sothebys.com/content/dam/stb/lots/L10/L10007/L10007-257-lr-1.jpg	1464	3407	-671	-1826
119	17	15000	18000	20000	25000	EUR	USD	17500	17500	02.07.2008	25.03.2010	1900-01-03 19:00:00	1899-12-28 14:00:00	Paris	New York	 albert lebourg 1849-1926 notre-dame de paris vue du quai de la tournelle   signé a. lebourg (en bas à gauche)huile sur toile46,5 x 65 cm; 18 3/8 x 25 5/8 in.  	 albert lebourg 1849 - 1928 notre-dame de paris vue du quai de la tournelle   signed a. lebourg (lower left)oil on canvas18 3/8 by 25 5/8 in.46.5 by 65 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-pf8008/lot.119.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-and-modern-art-including-russian-art-n08614/lot.17.html	"
 collection particulière, pariscollection particulière, suissetransmis par descendance au propriétaire actuel
 "	"
 private collection, parisprivate collection, switzerlandthen by descent in the family (sale: sotheby's, paris, july 3, 2008, lot 119)acquired by the present owner from the above sale
 "	23475	20729	20121	21321	26828	29613	albert lebourg	NOTRE-DAME DE PARIS VUE DU QUAI DE LA TOURNELLE	https://www.sothebys.com/content/dam/stb/lots/N08/N08614/N08614-17-lr-1.jpg	631	-2746	1200	2785
237	197	15000	15000	20000	20000	GBP	GBP	15600	17500	22.06.2004	04.02.2009	1900-01-02 13:00:00	1900-01-02 14:00:00	London	London	 albert lebourg 1849-1926 la seine en hiver   signed a. lebourg and dated 1899 (lower left)oil on canvas46.5 by 73cm., 18 1/4 by 28 3/4 in.painted in 1899.  	 albert lebourg 1849-1926 la seine en hiver   signed a. lebourg and dated 1899 (lower left)oil on canvas46.7 by 73.1cm., 18 3/8 by 28 3/4 in.painted in 1899.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/impressionist-and-modern-art-day-l04008/lot.237.html	https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-day-sale-l09604/lot.197.html	"
 henri-aimé duhem, arraswildenstein & co., londonprivate collection, france (sale: sotheby's, london, 1st december 1993, lot 129)purchased at the above sale by the present owner
 "	"
 henri-aimé duhem, arraswildenstein & co., londonprivate collection, france (sale: sotheby's, london, 1st december 1993, lot 129)private collection, zurich (purchased at the above sale; sale: sotheby's, london, 22nd june 2004, lot 237)purchased at the above sale by the present owner
 "	23444	28425	22542	24364	30057	32486	albert lebourg	LA SEINE EN HIVER	https://www.sothebys.com/content/dam/stb/lots/L09/L09604/L09604-197-lr-1.jpg	1688	4981	1822	2429
67	71	18000	18000	25000	25000	AUD	AUD	31200	43800	24.07.2007	23.11.2009	1900-01-11 10:00:00	1900-01-11 18:30:00	Melbourne	Melbourne	 albert namatjira   signed lower rightwatercolour and pencil on paper30 by 48 cm  	 albert namatjira 1902 - 1959 australianmacdonnell ranges landscape   signed albert namatjira (lower right)watercolour and pencil on paper30 by 48cmpainted circa 1952  	https://www.sothebys.com/en/auctions/ecatalogue/2007/important-aboriginal-art-au0712/lot.67.html	https://www.sothebys.com/en/auctions/ecatalogue/2009/important-australian-art-au0732/lot.71.html	"
 purchased directly from albert's studio by the vendor who was stationed in australia in 1952-1953 private collection, usa
 "	"
 the artistprivate collection, united states of america; purchased from the above whilst stationed in australia from 1952-53important aboriginal art, sotheby's, melbourne, 24 july 2007, lot 67private collection, sydney; purchased from the above
 "	27007	38971	15581	16015	21640	22244	albert namatjira	AUSTRALIANMACDONNELL RANGES LANDSCAPE	https://www.sothebys.com/content/dam/stb/lots/AU0/AU0732/AU0732-71-lr-1.jpg	853	11964	434	604
103	35	20000	20000	30000	30000	GBP	GBP	60000	56250	22.06.2007	30.10.2018	1900-01-02 09:30:00	1900-01-02 13:00:00	London	London	 alberto burri 1915 - 1995 composition   signed and dated 56collage and mixed media on panel5.7 by 7cm.; 2¼ by 2¾in.  	 alberto burri 1915 - 1995 untitled   signed and dated 56acrylic, felt, and combustion on wood5.8 by 7.3cm., 2½ by 2 7/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-l07023/lot.103.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/seeger-cone-collection-l18320/lot.35.html		"
 private collectionsotheby's, london, 22 june 2007, lot 103
 "	92755	106800	30918	37973	46377	56960	alberto burri	UNTITLED	https://www.sothebys.com/content/dam/stb/lots/L18/L18320/071L18320_6SKJK_web.jpg	4148	14045	7055	10583
15	6	300000	600000	400000	800000	GBP	GBP	421250	1805000	20.10.2008	15.10.2015	1900-01-02 15:00:00	1900-01-02 17:00:00	London	London	 alberto burri 1915 - 1995 combustione m2   signed and titled on the reversewood, paper and acrylic on cellotex 54 by 60.2cm.; 21¼ by 23¾in.executed in 1956.  	 alberto burri 1915 - 1995 combustione m.2   signed on the reversewood, paper, acrylic, celotex and combustion on celotex53.5 by 59cm.; 21 1/8 by 23 1/4 in.executed in 1956.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/20th-century-italian-art-l08624/lot.15.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/the-italian-sale-l15624/lot.6.html	"
 acquired directly from the artist by the family of the present owner in the late 1950s
 "	"
 andre pieyre de mandiargues, paris (acquired directly from the artist in the late 1950s)
sale: sotheby's, london, 20th century italian art, 20 october 2008, lot 15 
acquired directly from the above by the previous owner
thence by descent to the present owner
 "	655135	3190887	466565	1060682	622086	1414243	alberto burri	COMBUSTIONE M2	https://www.sothebys.com/content/dam/stb/lots/L15/L15624/003L15624_7MN9W_new.jpg	2551	2535752	594117	792157
324	121	70000	80000	90000	120000	EUR	GBP	108000	133250	22.05.2007	16.02.2011	1900-01-03 10:30:00	1900-01-02 14:00:00	Milan	London	 alberto burri 1915 - 1995 nero plastica   firmato, dedicato e datato l.a. 66 sul retroolio, plastica, vinavil e combustione su cellotexcm. 17x33eseguito nel 1964  	 alberto burri 1915 - 1995 nero plastica   signed, inscribed l.a. 66 and dedicated on the reverseoil, plastic, vinavil and combustion on cellotex17 by 33cm.; 6 3/4 by 13in.executed in 1964.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/modern-contemporary-art-and-collection-jef-verheyen-and-dani-franque-mi0274/lot.324.html	https://www.sothebys.com/en/auctions/ecatalogue/2011/contemporary-art-day-auction-l11021/lot.121.html		"
 private collection, los angeles (acquired directly from the artist in 1966) sale: sotheby's, milan, arte moderna e contemporanea, 22 may 2007, lot 324acquired directly from the above by the present owner
 "	143166	224257	92792	134638	119305	201958	alberto burri	NERO PLASTICA	https://www.sothebys.com/content/dam/stb/lots/L11/L11021/290L11021_5Z72K.jpg	1366	81091	41846	82653
313	322	12000	14000	15000	18000	GBP	GBP	21250	30000	24.06.2014	27.02.2019	1900-01-02 09:00:00	1900-01-02 10:30:00	London	London	 alberto giacometti 1901 - 1966 portrait de pierre reverdy   pen and ink on paper28.1 by 22.6cm., 11⅛ by 8⅞in.executed in 1962.  	 alberto giacometti 1901 - 1966 portrait de pierre reverdy   pen and ink on paper28.1 by 22.6cm., 11 1/8 by 8 7/8 in.executed in 1962.  	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14007/lot.313.html	https://www.sothebys.com/en/auctions/ecatalogue/2019/impressionist-modern-art-day-sale-l19004/lot.322.html	"
 madame alice tériade teriadeacquired from the above by the present owner in 1989 
 "	"
 madame tériade, parisjan krugier (acquired from the above in 1989; sale: sotheby's, london, 24th june 2014, lot 313)purchased at the above sale by the present owner
 "	37017	58346	20903	27228	26129	35008	alberto giacometti	PORTRAIT DE PIERRE REVERDY	https://www.sothebys.com/content/dam/stb/lots/L19/L19004/320L19004_7VXJK.jpg	1709	21329	6325	8879
25	56	3000000	2500000	4000000	3500000	USD	USD	3861000	3250000	07.05.2014	09.05.2016	1899-12-28 23:00:00	1899-12-28 23:00:00	New York	New York	 alberto giacometti 1901 - 1966 atelier i   signed and dated alberto giacometti 1950 (lower right)oil on canvas25 3/4 by 18 1/8 in.65.2 by 46 cmpainted in 1950.  	 alberto giacometti 1901 - 1966 atelier i   signed alberto giacometti and dated 1950 (lower right)oil on canvas25 3/4 by 18 1/8 in.65.2 by 46 cmpainted in 1950.  	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09139/lot.25.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-n09497/lot.56.html	"
 galerie maeght, paris
private colletion, usa (acquired from the above circa 1960)
sale: christie's, new york, november 6, 2007, lot 4
acquired at the above sale
 "	"
 galerie maeght, parisprivate collection, united states (acquired from the above circa 1960)sale: christie's, new york, november 6, 2007, lot 4private collection (acquired at the above sale and sold: sotheby's, new york, may 7, 2014, lot 25)acquired at the above sale
 "	4857860	4315597	3774561	3319690	5032748	4647566	alberto giacometti	ATELIER I	https://www.sothebys.com/content/dam/stb/lots/N09/N09497/050N09497_7VBMQ.jpg	733	-542263	-454871	-385182
173	312	2000	8000	3000	12000	GBP	GBP	3360	11875	24.03.2004	24.06.2014	1899-12-25 14:00:00	1900-01-02 09:00:00	Olympia	London	 alberto giacometti, 1901-1966 portrait de marie-laure de noailles   inscribed hôtel creste, basses alpespen and ink on paper15 by 27.8cm.; 5 7/8 by 10 7/8 in.  	 alberto giacometti 1901 - 1966 portrait de marie-laure de noailles   inscribed hôtel creste, basses alpes (upper left)pen and ink on paper15 by 27.9cm., 6 by 11in.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/impressionist-art-w04704/lot.173.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14007/lot.312.html		"
 private collection, united states (sale: sotheby's, london, 24th march 2004, lot 173)purchased at the above sale by the present owner
 "	5110	20686	3042	13935	4563	20903	alberto giacometti	PORTRAIT DE MARIE-LAURE DE NOAILLES	https://www.sothebys.com/content/dam/stb/lots/L14/L14007/079L14007_7G5K5.jpg	3744	15576	10893	16340
398	127	80000	70000	100000	90000	USD	USD	96000	50000	09.05.2007	06.05.2009	1899-12-28 14:00:00	1899-12-28 14:00:00	New York	New York	 alberto giacometti 1901 - 1966 nu allongé (annette in the bedroom, rue hippolyte maindron)   signed and dated alberto giacometti 1953 (lower right)pencil on paper12 3/4 by 19 3/4 in.32.5 by 50.3 cm  	 alberto giacometti 1901 - 1966 nu étendu dans un lit (annette dans la chambre rue hippolyte maindron)   signed alberto giacometti and dated 1953 (lower right)pencil on paper12 3/4 by 19 3/4 in.32.4 by 50.2 cmexecuted in 1953.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-and-modern-art-day-sale-n08315/lot.398.html	https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-day-sale-n08547/lot.127.html	"
 hamilton gallery, londonrobert elkon, new york (and sold: sotheby's new york, november 17, 1983, lot 340, illustrated)andré emmerich gallery, new yorkacquired from the above by the present owner, 1983
 "	"
 hamilton gallery, new yorkrobert elkon gallery, new york (sold: sotheby's, new york, november 17, 1983, lot 340)andré emmerich gallery, new york (acquired at the above sale)private collection (acquired from the above in 1983 and sold: sotheby's, new york, may 9, 2007, lot 398)acquired at the above sale by the present owner
 "	106940	57372	89116	80322	111395	103271	alberto giacometti	NU ALLONGÉ (ANNETTE IN THE BEDROOM, RUE HIPPOLYTE MAINDRON)	https://www.sothebys.com/content/dam/stb/lots/N08/N08547/N08547-127-lr-1.jpg	728	-49568	-8794	-8124
318	323	60000	70000	80000	100000	EUR	EUR	66000	93750	24.05.2006	19.10.2018	1900-01-03 10:30:00	1900-01-03 17:00:00	Milan	Paris	 alberto magnelli 1888-1971 tre contadini sulle scale   olio su telacm. 160x74,5eseguito a firenze tra il 1924 e il 1928  	 alberto magnelli 1888 - 1971 trois paysans sur l'escalier   oil on canvas160 x 74,5 cm; 63 x 29 3/8 in.painted in florence between 1924 and 1928.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/modern-and-contemporary-art-mi0261/lot.318.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/art-impressioniste-pf1836/lot.323.html		"
 sale: sotheby's, milan, may 24, 2006, lot 318acquired at the above sale by the present owner
 "	85967	152389	78152	113784	104202	162548	alberto magnelli	TRE CONTADINI SULLE SCALE	https://www.sothebys.com/content/dam/stb/lots/PF1/PF1836/274PF1836_9QXS8_1.jpg	4531	66422	35632	58346
